축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
치악산찰옥수수축제,문막체육공원,7/1/23,7/1/23,지역 옥수수 판매 및 농특산물 직거래장터 운영 등,문막농업협동조합,문막농업협동조합,강원도 원주시청,033-737-1164,,,,강원도 원주시 문막읍 문막리 329-45,37.3087155,127.8115249,5/17/23,4190000,강원도 원주시
치악산복숭아축제,댄싱공연장 일원,8/1/23,8/1/23,지역 복숭아 판매+품평회+기타 등,치악산복숭아원주시협의회,치악산복숭아 원주시협의회,강원도 원주시청,033-737-4131,,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.3364295,127.9462614,5/17/23,4190000,강원도 원주시
2023 원주 댄싱카니발,댄싱공연장 일원,9/22/23,9/24/23,댄싱경연+문화예술공연+각종 체험 등,원주문화재단,강원도 원주시청,강원도 원주시청,033-737-5123,,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.3364295,127.9462614,5/17/23,4190000,강원도 원주시
원주삼토페스티벌,종합운동장 일원,9/14/23,9/17/23,농촌문화체험+지역먹거리 판매 등,농촌지도자원주시연합회,강원도 원주시청+원주시농업인단체연합회,강원도 원주시청+원주시 농축협,033-737-4155,,,강원도 원주시 서원대로 311,강원도 원주시 명륜동 342,37.3368381,127.943687,5/17/23,4190000,강원도 원주시
치악산한우축제,댄싱공연장 주차장,10/1/23,10/1/23,지역 한우 판매 등,농업기술센터 축산과,농업기술센터 축산과,강원도 원주시청,033-737-4195,,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.3364295,127.9462614,5/17/23,4190000,강원도 원주시
원주 독서대전,시립중앙도서관,10/1/23,10/1/23,학술토론+전시체험 등,평생교육원 시립중앙 도서관,평생교육원 시립중앙 도서관,강원도 원주시청,033-737-3817,,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.3364295,127.9462614,5/17/23,4190000,강원도 원주시
원주 평생학습 축제,원주문화원 일원,10/6/23,10/7/23,개막식+공연+전시+체험 등,원주시 평생교육원 학습관,원주시 평생교육원 학습관,강원도 원주시청,033-737-3808,www.wonju.go.kr,,강원도 원주시 원일로 139,강원도 원주시 일산동 211,37.3515851,127.9467947,5/17/23,4190000,강원도 원주시
제8회 상록수문화제,최용신기념관+상록수공원,10/26/21,10/26/21,공연+체험 등,경기도 안산시청,경기도 안산시청,,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,4/17/24,3930000,경기도 안산시
제9회 상록수문화제,최용신기념관+상록수공원,10/1/22,10/1/22,기념음악회+전시+체험 등,경기도 안산시청,경기도 안산시청,,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,4/17/24,3930000,경기도 안산시
안산국제거리극축제,안산문화광장 및 안산시 일대,5/5/23,5/7/23,순수예술축제,경기도 안산시청,경기도 안산시청,경기도청,031-481-0536,https://www.ansanart.com/index.do,안산문화광장,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,4/17/24,3930000,경기도 안산시
여르미오페스티벌,화랑유원지 대공연장,9/2/23,9/2/23,대중예술축제,안산문화재단,안산문화재단,,031-481-0535,https://www.ansanart.com/index.do,,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,37.32507855,126.8099898,4/17/24,3930000,경기도 안산시
2024 경산자인단오제,경산시 자인면 계정숲,6/8/24,6/10/24,무형문화재 공연 및 각종 체험부대행사,경산자인단오제보존회,경산자인단오제보존회,문화재청+경상북도+경상북도 경산시,053-856-5765,jaindano.or.kr,,경상북도 경산시 자인면 계정길 68,경상북도 경산시 자인면 서부리 70,,,4/15/24,5130000,경상북도 경산시
2024 경산갓바위소원성취축제,갓바위공영주차장,9/7/24,9/8/24,소원성취 다례봉행+음악회 및 체험부대행사,갓바위축제추진위원회,갓바위축제추진위원회,경상북도+경상북도 경산시,053-851-0022,,,,경상북도 경산시 와촌면 대한리 537,,,4/15/24,5130000,경상북도 경산시
제13회 경산대추축제 농산물한마당,경산생활체육공원 어귀마당,10/19/24,10/20/24,우수 농산물 홍보 및 판매+체험행사 등,미정,미정,경상북도 경산시,053-810-6707,,,,경상북도 경산시 상방동 10,,,4/15/24,5130000,경상북도 경산시
정서진 해넘이 행사,인천 서구 정서진,12/31/24,12/31/24,경관조명행사 + 체험프로그램,인천광역시 서구문화원,인천광역시 서구문화원,인천광역시 서구,032-560-5933,http://www.seo.incheon.kr/,,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.55843603,126.6074644,3/5/24,3560000,인천광역시 서구
아라뱃길 카약축제,인천 서구 정서진,6/15/24,6/15/24,수상레저체험 + 부대행사,케이워터운영관리㈜ + (사)인천광역시서구카누연맹,인천광역시 서구+한국수자원공사,,032-560-5933,http://www.seo.incheon.kr/,,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.55843603,126.6074644,3/5/24,3560000,인천광역시 서구
벌교꼬막축제,벌교읍천변,10/27/23,10/29/23,지역 농특산물 판매 및 체험 전시행사,벌교읍민회,벌교꼬막추진위원회,,061-857-7676,,,전라남도 보성군 벌교읍 벌교천1길 19,전라남도 보성군 벌교읍 회정리 547-2,34.84476623,127.346476,4/16/24,4890000,전라남도 보성군
보성다향대축제,한국차문화공원,5/3/24,5/7/24,차 관련 공연+전시+경연+판매+체험행사,보성차생산자조합,보성다향대축제추진위원회,문화체육관광부+농림축산식품부+중소벤처기업부+전라남도+한국관광공사 등,061-850-0058,,,전라남도 보성군 보성읍 녹차로 775,전라남도 보성군 보성읍 봉산리 1197,34.71987643,127.0817099,4/16/24,4890000,전라남도 보성군
보성군민의날,보성공설운동장,5/3/24,5/3/24,군민의날 기념식+군민 어울림 한마당+축하공연 등,보성군민의날추진위원회,보성군민의날추진위원회,,061-850-5104,,,전라남도 보성군 보성읍 용문길 18,전라남도 보성군 보성읍 보성리 338,34.77375425,127.0940852,4/16/24,4890000,전라남도 보성군
서편제 보성소리축제,보성군문화예술회관,5/4/24,5/6/24,전국 판소리·고수경연대회+추모공연 등,전라남도 보성군,서편제보성소리축제추진위원회,문화체육관광부+교육부+문화재청+한국문화예술위원회 등,061-850-5892,,,전라남도 보성군 보성읍 송재로 281-9,전라남도 보성군 보성읍 보성리 351,34.77812896,127.088433,4/16/24,4890000,전라남도 보성군
단종문화제,장릉 및 영월읍 일원,4/29/22,5/1/22,조신시대국장재현+정순왕후선발대회+야간칡줄다리기,영월문화재단,강원도 영월군,문화체육관광부+강원도+강원랜드,033-375-6353,http://www.ywcf.com/,장릉+청령포+단종+동강둔치+국장,강원도 영월군 영월읍 단종로 24,강원도 영월군 영월읍 영흥리 961-2,37.18609549,128.4681825,6/15/22,4270000,강원도 영월군
동강국제사진제,동강사진박물관,7/22/22,10/9/22,동강사진상+워크숍+사진예술전시,영월문화재단,강원도 영월군,강원도,033-375-6353,http://www.ywcf.com/,동강사진상+워크숍+사진예술전시,강원도 영월군 영월읍 영월로 1909-10,강원도 영월군 영월읍 하송리 217-2,37.18193994,128.4615511,6/15/22,4270000,강원도 영월군
영월동강뗏목축제,동강둔치 일원,7/28/22,7/30/22,전통뗏목시연+맨손송어잡기+래프팅,영월문화재단,강원도 영월군,강원랜드,033-375-6353,http://www.ywcf.com/,삼굿시연+뗏목+동강둔치+래프팅+카누+물놀이,,강원도 영월군 영월읍 하송리 61-11,37.17968547,128.4698463,6/15/22,4270000,강원도 영월군
제36회 지용제,지용생가 및 상계체육공원 등 구읍 일원,9/7/23,9/10/23,지용문학상 시상식+시노래콘서트+향수콘서트+지용백일장 등,옥천문화원·각 문화예술단체,충청북도 옥천군청·옥천문화원,충청북도,043-730-3403,http://gy-festival.okcc.or.kr/html/kr/,,충청북도 옥천군 옥천읍 매동로 209,충청북도 옥천군 옥천읍 상계리 14-2,36.31880041,127.5827071,11/28/23,4430000,충청북도 옥천군
제1회 향수옥천 유채꽃축제,옥천유채꽃단지 일원,4/15/23,5/14/23,개막 축하공연+기념음악회+농·특산물 판매 등,동이면 유채꽃추진위원회,충청북도 옥천군청,,043-730-4533,,,,충청북도 옥천군 동이면 금암리 1139,36.28482117,127.6452944,11/28/23,4430000,충청북도 옥천군
2023 제11회 군산시간여행축제,시간여행마을 일원,10/6/23,10/9/23,근대를 축으로 한 시간여행축제,군산시간여행축제추진위원회,전라북도 군산시,전라북도,063-454-3302,http://festival.gunsan.go.kr/,주변관광지 : 군산근대역사박물관+초원사진관+동국사 등,전라북도 군산시 중앙로 178,전라북도 군산시 중앙로1가 11-1,35.98772627,126.711725,11/28/23,4670000,전라북도 군산시
제24회음성품바축제,설성공원및꽃동네일원,5/17/23,5/21/23,"글로벌품바래퍼경연대회, 품바라이브 등 공연 및 체험",음성군 축제추진 위원회,음성군 축제추진 위원회,충청북도 음성군청,043-873-2241,http://www.pumba21.com/,문화관광축제및충청북도최우수축제,충청북도 음성군 음성읍 예술로 102,충청북도 음성군 음성읍 읍내리 366-17,36.93152313,127.6806296,11/27/23,4470000,충청북도 음성군
제42회설성문화제,설성공원일원,10/12/23,10/15/23,"민속예술한마당놀이, 군민노래자랑 등 각종 체험",음성군 축제추진 위원회,음성군 축제추진 위원회,충청북도 음성군청,043-872-4084,http://eumseong.kccf.or.kr,4년만에대면개최,충청북도 음성군 음성읍 수정로 38,충청북도 음성군 음성읍 읍내리 446-1,36.93427623,127.6906949,11/27/23,4470000,충청북도 음성군
2024 금정산성축제,금정산성광장 일원,5/24/24,5/26/24,개막식+주제공연+전시·체험마당+연계행사 등,(재)금정문화재단,부산광역시 금정구청,,051-519-4062,,,,부산광역시 금정구 금성동 682,35.2452813,129.0570297,2/14/24,3350000,부산광역시 금정구
2024 지금여기 금정 관광후기 이벤트,금정구 일대,2/1/24,11/30/24,금정을 여행하는 누구나 나만의 금정 관광후기를 공유하고 타인의 관광후기를 공유 받을 수 있음,부산광역시 금정구청,부산광역시 금정구청 문화관광과,,051-519-4081,,,부산광역시 금정구 중앙대로 1777,,35.2420498,129.0924585,2/14/24,3350000,부산광역시 금정구
울산옹기축제,울주군 외고산옹기마을일원,5/4/24,5/6/24,웰컴투옹기마을(옹기주제전시+창작공연+옹기만들기체험+주민참여공연등),(재)울주문화재단,(재)울주문화재단,문화체육관광부+울산광역시+울산광역시 울주군+울산광역시의회+울산광역시 울주군의회,052-980-2233,https://www.onggi.or.kr,,울산광역시 울주군 온양읍 외고산3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435069,129.2795088,2/16/24,3730000,울산광역시 울주군
2025 간절곶 해맞이 행사,울주군 서생면 간절곶 일원,12/31/24,1/1/25,새해 해맞이 행사(송년행사+신년행사+새해떡국나눔+셔틀버스 운행 등),(재)울주문화재단,(재)울주문화재단,울산광역시+울산광역시 울주군+울산광역시의회+울산광역시 울주군의회,052-980-2232,http://www.ucf.or.kr,,울산광역시 울주군 서생면 간절곶1길 39-2,울산광역시 울주군 서생면 대송리 28-1,35.35897306,129.3602963,2/16/24,3730000,울산광역시 울주군
제15회 청도유등제,청도천둔치,6/3/24,6/3/24,유등 점등 및 무대+체험+전시 행사 등,경상북도 청도군청,청도유등제봉행위원회,,054-372-6534,,,,경상북도 청도군 화양읍 송북리 98-3,35.65498121,128.7372391,2/16/24,5190000,경상북도 청도군
2024청도반시축제,청도야외공연장,10/11/24,10/13/24,청도반시전시판매행사 및 공연,경상북도 청도군청,청도반시축제추진위원회,,054-370-6376,http://www.청도반시축제.kr,,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457,35.64838523,128.7186823,2/16/24,5190000,경상북도 청도군
2024청도세계코미디아트페스티벌,청도야외공연장,10/11/24,10/13/24,코미디를 테마로 한 공연+전시+체험 등,경상북도 청도군청,경상북도 청도군청,,054-370-6376,http://www.청도코아페.kr,,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457,35.64838523,128.7186823,2/16/24,5190000,경상북도 청도군
제10회 느티마을 한마당 축제,화양동 느티나무 공원 및 구 화양초등학교 운동장,9/23/23,9/23/23,느티나무 기원제+ 주민화합한마당+ 화양 힐링 한마당+ 주민자치프로그램 발표 등,화양동 문화행사위원회,화양동 문화행사위원회,서울특별시 광진구,02-450-1845,,,서울특별시 광진구 군자로 9(화양동),서울특별시 광진구 화양동 12-2+서울특별시 광진구 화양동 110-62,,,1/29/24,3040000,서울특별시 광진구
춘천낭만여행 - 풍물장 새봄맞이 신명굿,풍물시장 상설무대,5/17/20,7/12/20,풍물장 새봄맞이 신명굿,춘천뒤뚜루농악보존회,춘천뒤뚜루농악보존회,강원도 춘천시청+춘천문화재단+(사)춘천풍물시장위원회,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7545,행사+축제,강원도 춘천시 영서로 2352-21 풍물시장,강원도 춘천시 온의동 29-3 풍물시장,37.867938,127.716982,1/12/23,4180000,강원도 춘천시
춘천전쟁과 일상 국제문학포럼 2020 -한국전쟁 후-,강원대학교 글로벌경영관 AMP강의실 103호,2/5/20,2/5/20,강연 및 토론,춘천 전쟁과 일상 국제문학포럼 운영위원회+분단문학,강원문화연구소 중점연구소사업단+강원대학교 지역사회연구,강원대학교,033-245-6603,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7531,행사+축제,강원도 춘천시 강원대학길 1,강원도 춘천시 효자동 192-1,37.86802431,127.7483874,1/12/23,4180000,강원도 춘천시
